,Year,Historical,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
309,2059,,12.390098,12.440397,12.133780999999999,11.089419,10.526407,10.395203,9.903933,10.089952,9.977516,9.988560000000001,9.544202,9.147217,8.601117,8.419504,8.065789,8.060661,8.293064999999999,8.265199,7.80024,7.499060000000001,7.191591000000001,6.89658,6.716918,6.549791,6.26035,5.926476999999999,5.5758849999999995,5.2080720000000005,4.822758,4.420014
310,2060,,12.088713,12.143526,11.809092,10.712162,10.134802,9.998244,9.498342,9.683898,9.569523,9.57843,9.126811,8.724225,8.172748,7.987653999999999,7.631786,7.624281,7.854384,7.8255360000000005,7.357689,7.053694999999999,6.743139,6.445996,6.265055,6.097214,5.80767,5.474933999999999,5.127052,4.763855,4.385461,3.992404
311,2061,,11.792928,11.852029,11.491226,10.345637,9.755642,9.614286,9.107208,9.291984,9.176012,9.182903999999999,8.725438,8.318553999999999,7.763481,7.575694,7.21888,7.209233,7.436551,7.406891000000001,6.9378839999999995,6.6323929999999995,6.320227,6.0223949999999995,5.84111,5.673414,5.385212,5.055276999999999,4.711836,4.355037,3.9853629999999995,3.60377
312,2062,,11.502732,11.565902000000001,11.180147,9.989678999999999,9.388683,9.24306,8.730176,8.913882000000001,8.796635,8.801634,8.339647,7.9296809999999995,7.372660000000001,7.182910000000001,6.826255000000001,6.8146889999999996,7.038792999999999,7.008478,6.539886,6.234094,5.921653,5.624428,5.443635,5.2768440000000005,4.991255000000001,4.665563,4.328042,3.9791300000000005,3.619646,3.250915
313,2063,,11.218108,11.28513,10.875810000000001,9.644115,9.033672,8.88429,8.366891,8.549259,8.431039,8.434264,7.968997,7.557081,6.999630000000001,6.808594,6.453105,6.4398290000000005,6.660341000000001,6.629517,6.162768,5.8577580000000005,5.546244000000001,5.250780000000001,5.0712209999999995,4.906006,4.624137,4.303929,3.9735739999999997,3.633777,3.285653,2.93085
314,2064,,10.939032000000001,11.009694999999999,10.578164,9.308766,8.690351,8.537692,8.01699,8.197776,8.078867,8.080432,7.613045,7.200228999999999,6.643746000000001,6.452044,6.098635,6.0838470000000004,6.3004370000000005,6.269241,5.8056209999999995,5.502368,5.192857,4.9001779999999995,4.722507,4.5594529999999995,4.28226,3.968589,3.646436,3.3167459999999997,2.980889,2.6407849999999997
315,2065,,10.665474,10.739573,10.287152,8.983443,8.358455000000001,8.202977,7.680110000000001,7.859091,7.739758999999999,7.739775,7.2713470000000004,6.858602,6.304366,6.11257,5.762065,5.745952,5.958336,5.926893,5.467557,5.166933,4.8603819999999995,4.571391,4.396179,4.2357949999999995,3.964093,3.657842,3.3447370000000003,3.025932,2.703018,2.378131
316,2066,,10.397401,10.474734,10.002711,8.667954,8.037718,7.879853999999999,7.355886,7.53286,7.413352000000001,7.411928,6.943460000000001,6.531683,5.980861,5.789495,5.442636,5.42537,5.633305,5.601729,5.14771,4.85049,4.547747,4.263229,4.090973,3.933694,3.668172,3.3700690000000004,3.066687,2.759358,2.449855,2.140485
317,2067,,10.134774,10.215144,9.724772,8.362103,7.727869,7.5680309999999995,7.043952,7.218738,7.099285000000001,7.0965229999999995,6.628945,6.21896,5.672614,5.482151999999999,5.139602,5.121345,5.3246269999999996,5.293023000000001,4.845237,4.5521080000000005,4.253915,3.9745519999999996,3.8056769999999998,3.651871,3.393102,3.103734,2.810594,2.515168,2.219369,1.925628
318,2068,,9.877547999999999,9.960764999999999,9.453261999999999,8.065688,7.428636999999999,7.267212,6.743946,6.916378999999999,6.797194999999999,6.793196000000001,6.3273660000000005,5.919928,5.379018,5.189893,4.85224,4.833144,5.031603,5.000066,4.559319,4.270883,3.9778870000000004,3.7042620000000004,3.539129,3.389106,3.137555,2.857382,2.574871,2.291626,2.0096700000000003,1.731513
319,2069,,9.625677,9.711556,9.188105,7.778507,7.139748,6.977100999999999,6.455506,6.625439,6.506724,6.501583999999999,6.038292,5.6340900000000005,5.099480000000001,4.912083999999999,4.579848,4.5600510000000005,4.753549,4.722167,4.289165000000001,4.005945,3.7187040000000002,3.451311,3.2902199999999997,3.144234,2.900271,2.629642,2.358022,2.08711,1.819004,1.556255
320,2070,,9.379109,9.467469,8.929217999999999,7.500354,6.860930000000001,6.697406,6.178276,6.345579,6.227514,6.221325,5.761297,5.360957,4.833424,4.6481069999999995,4.321741,4.301373,4.4898050000000005,4.458655,4.034008,3.7564559999999996,3.4754440000000004,3.2146939999999997,3.0578939999999997,2.916146,2.680056,2.4192169999999997,2.158646,1.900111,1.645752,1.398125
321,2071,,9.137791,9.228457,8.676517,7.231021000000001,6.59191,6.4278319999999995,5.911901,6.076459,5.959213,5.952063,5.4959620000000005,5.100054,4.580286,4.397362,4.077262,4.056441,4.239725,4.2088790000000005,3.79311,3.52161,3.247226,2.9934540000000003,2.841144,2.703791,2.475781,2.2248900000000003,1.9754330000000002,1.729222,1.488412,1.255536
322,2072,,8.901664,8.994466000000001,8.429916,6.970300999999999,6.332419,6.168089,5.656031,5.817744,5.701473,5.693445,5.241876,4.850911,4.339519999999999,4.159268,3.84577,3.824607,4.002688,3.972208,3.565758,3.3006330000000004,3.0332060000000003,2.786679,2.6390119999999997,2.506173,2.28638,2.045516,1.8071580000000003,1.573138,1.345604,1.127034
323,2073,,8.670668,8.765443,8.189323,6.717986,6.0821879999999995,5.917888,5.410324,5.569104,5.45395,5.445125,4.998636,4.613072,4.110594,3.9332599999999998,3.6266510000000003,3.6052449999999996,3.7780910000000003,3.7480330000000004,3.3512690000000003,3.092784,2.83258,2.593502,2.450593,2.322346,2.110848,1.880021,1.6526759999999998,1.430648,1.2160540000000002,1.011293
324,2074,,8.444742999999999,8.54133,7.954646,6.4738690000000005,5.840949,5.676944000000001,5.174441000000001,5.330214,5.216305,5.206758,4.765847,4.386092,3.892993,3.7187930000000002,3.41931,3.3977519999999997,3.56535,3.535764,3.148984,2.897353,2.6445790000000002,2.4130990000000003,2.275026,2.151418,1.9482380000000001,1.7273990000000001,1.510924,1.300632,1.098589,0.9071
325,2075,,8.223821000000001,8.322067,7.725791,6.237741000000001,5.608441,5.444975,4.948049,5.100753,4.988207,4.97801,4.543122,4.169539,3.6862190000000004,3.51534,3.223177,3.20155,3.3639059999999996,3.334835,2.9582740000000003,2.713661,2.468473,2.244688,2.111496,1.992547,1.7976599999999998,1.586708,1.38091,1.182052,0.992135,0.81335
326,2076,,8.007838000000001,8.107594,7.502661,6.009396,5.384402,5.221704,4.730824,4.880407,4.769329,4.758552,4.330083999999999,3.962991,3.48979,3.322393,3.0377009999999998,3.0160810000000002,3.1732169999999997,3.144698,2.7785330000000004,2.541061,2.3035650000000003,2.08753,1.959236,1.8449380000000002,1.65828,1.457069,1.2617120000000002,1.073951,0.8957040000000001,0.7290369999999999
327,2077,,7.796724,7.8978470000000005,7.28516,5.78863,5.168576,5.006857,4.5224459999999995,4.668867,4.559353,4.548058999999999,4.126366,3.766039,3.3032410000000003,3.139462,2.8623540000000003,2.84081,2.992763,2.964829,2.6091830000000003,2.378935,2.149197,1.940922,1.8175189999999999,1.707843,1.529312,1.33766,1.152476,0.9754440000000001,0.8083899999999999,0.653247
328,2078,,7.59041,7.692761,7.073188,5.575241,4.960712,4.800166,4.322604,4.465832,4.357966,4.346217,3.931611,3.5782870000000004,3.126122,2.9660740000000003,2.696632,2.675223,2.822045,2.794723,2.449672,2.226695,2.00474,1.8042029999999998,1.685661,1.580558,1.410023,1.227715,1.052408,0.885716,0.729366,0.585149
329,2079,,7.3888240000000005,7.4922699999999995,6.866646,5.369027,4.76056,4.601368,4.130994,4.271006,4.1648629999999995,4.152716000000001,3.7454690000000004,3.399349,2.958002,2.801775,2.540047,2.51883,2.66058,2.633893,2.299471,2.083781,1.8696009999999998,1.6767470000000002,1.563015,1.46242,1.2997239999999999,1.1265209999999999,0.960773,0.804017,0.6578729999999999,0.523987
330,2080,,7.191895,7.2963070000000005,6.665435,5.169789,4.567878,4.410203,3.947318,4.0841,3.979746,3.967256,3.5676019999999995,3.228854,2.798462,2.64613,2.392137,2.3711580000000003,2.507911,2.481877,2.1580779999999997,1.949661,1.7432159999999999,1.557963,1.448976,1.352808,1.197773,1.033415,0.876891,0.729657,0.5932189999999999,0.469077
331,2081,,6.999549000000001,7.1048029999999995,6.4694519999999995,4.977333,4.382425,4.226418,3.771287,3.904833,3.8023260000000003,3.789542,3.3976830000000002,3.066443,2.647103,2.49872,2.252455,2.231759,2.363594,2.338229,2.02501,1.8238279999999998,1.625053,1.447294,1.342971,1.2511379999999999,1.103568,0.9477780000000001,0.800132,0.6620010000000001,0.5347729999999999,0.4198
332,2082,,6.811711,6.917689,6.278597,4.7914639999999995,4.203969,4.049767,3.6026190000000002,3.732929,3.632318,3.6192900000000003,3.235393,2.911768,2.503539,2.359142,2.120577,2.100202,2.227209,2.202522,1.8998119999999998,1.705803,1.514608,1.344217,1.2444629999999999,1.156864,1.0165469999999999,0.8690370000000001,0.729917,0.6004659999999999,0.48195600000000005,0.37559499999999996
333,2083,,6.6283080000000005,6.734896000000001,6.0927690000000005,4.611993,4.032279,3.880007,3.44104,3.568121,3.469449,3.4562199999999996,3.080422,2.764493,2.3674009999999996,2.227013,1.996098,1.976076,2.0983490000000002,2.07435,1.7820470000000002,1.59513,1.411405,1.2482360000000001,1.15295,1.069474,0.9361879999999999,0.796659,0.6657069999999999,0.544517,0.43424399999999996,0.335954
334,2084,,6.4492650000000005,6.556352,5.911867,4.438733,3.867132,3.7169019999999997,3.2862839999999998,3.4101489999999997,3.313451,3.300062,2.932474,2.624295,2.2383319999999998,2.101962,1.878629,1.858988,1.9766299999999999,1.953323,1.671302,1.491377,1.314994,1.1588889999999998,1.067958,0.9884870000000001,0.8620030000000001,0.730151,0.607008,0.49366400000000005,0.391158,0.30041799999999996
335,2085,,6.274504,6.3819870000000005,5.735791000000001,4.2715,3.708309,3.560221,3.138092,3.2587580000000003,3.164063,3.150554,2.791257,2.490862,2.115993,1.983638,1.7678,1.748566,1.861682,1.8390689999999998,1.567182,1.3941350000000001,1.2249510000000001,1.0757379999999999,0.989042,0.9134549999999999,0.793535,0.669053,0.553362,0.447456,0.35226199999999996,0.268573
336,2086,,6.103952,6.211729,5.564438,4.110113,3.555595,3.40974,2.996213,3.113705,3.021034,3.007441,2.656495,2.363893,2.0000560000000003,1.871702,1.66326,1.644453,1.753152,1.731234,1.469315,1.3030190000000001,1.1408770000000001,0.998373,0.915789,0.843959,0.730362,0.612943,0.5043489999999999,0.405483,0.317159,0.240044
337,2087,,5.937532,6.045507,5.397711,3.954397,3.408783,3.2652400000000004,2.860403,2.974748,2.884118,2.870475,2.527915,2.2431,1.89021,1.765832,1.564673,1.546309,1.6507049999999999,1.629478,1.377346,1.217661,1.062394,0.9264100000000001,0.847809,0.779606,0.672089,0.561426,0.459582,0.367367,0.285489,0.214495
338,2088,,5.775168,5.883249,5.235508,3.804176,3.2676689999999997,3.1265080000000003,2.730427,2.841656,2.7530799999999997,2.739416,2.405259,2.128204,1.786156,1.665719,1.471718,1.453812,1.554019,1.5334809999999999,1.290937,1.137715,0.9891479999999999,0.8594870000000001,0.784738,0.720032,0.618351,0.514139,0.418704,0.332764,0.256925,0.191621
339,2089,,5.616784,5.724883999999999,5.077733,3.6592830000000003,3.132056,2.993337,2.606056,2.7142049999999998,2.627688,2.614033,2.2882740000000004,2.018938,1.6876060000000002,1.571069,1.384093,1.366655,1.462791,1.442934,1.20977,1.062856,0.9208040000000001,0.797266,0.726234,0.6648930000000001,0.568807,0.470746,0.381387,0.301359,0.231169,0.171148
340,2090,,5.4623040000000005,5.57034,4.924285,3.51955,3.00175,2.865526,2.487068,2.592177,2.507721,2.4941009999999997,2.17672,1.9150459999999998,1.594288,1.481601,1.301507,1.284546,1.3767280000000002,1.357545,1.133543,0.9927729999999999,0.857049,0.739429,0.671981,0.613873,0.5231399999999999,0.430937,0.347329,0.272863,0.207952,0.152829
341,2091,,5.311655,5.4195459999999995,4.775069,3.384815,2.8765650000000003,2.74288,2.37325,2.475361,2.392963,2.379403,2.070361,1.81628,1.50594,1.397047,1.2236850000000001,1.207207,1.295554,1.277036,1.061969,0.927176,0.797586,0.6856800000000001,0.621679,0.566674,0.48105699999999996,0.394424,0.316254,0.247013,0.187029,0.136442
342,2092,,5.164758999999999,5.27243,4.629988,3.2549200000000003,2.756318,2.625208,2.264396,2.363552,2.2832060000000003,2.269729,1.9689740000000002,1.722404,1.422312,1.317152,1.150367,1.134375,1.219006,1.201143,0.994777,0.8657889999999999,0.742139,0.63574,0.5750529999999999,0.523019,0.44228500000000004,0.360941,0.287907,0.22357,0.168178,0.12178699999999999
343,2093,,5.021543,5.128921,4.488948000000001,3.1297099999999998,2.640832,2.512327,2.160305,2.256554,2.17825,2.164875,1.872343,1.633192,1.343166,1.2416719999999999,1.081304,1.065799,1.146833,1.129614,0.9317110000000001,0.808355,0.690447,0.589348,0.531841,0.482651,0.406572,0.33024499999999996,0.262054,0.20231500000000002,0.151198,0.10868499999999999
344,2094,,4.881933,4.98895,4.351853,3.009034,2.529936,2.404058,2.060784,2.1541740000000003,2.0779009999999998,2.064647,1.7802580000000001,1.548425,1.268274,1.170376,1.01626,1.001243,1.078798,1.06221,0.8725290000000001,0.754627,0.6422640000000001,0.546261,0.491802,0.44533100000000003,0.373683,0.30211,0.23848200000000003,0.183048,0.135907,0.096973
345,2095,,4.745855000000001,4.8524449999999995,4.2186129999999995,2.892744,2.423463,2.3002279999999997,1.9656470000000001,2.05623,1.98197,1.968854,1.692521,1.467894,1.1974200000000002,1.1030440000000001,0.9550129999999999,0.9404819999999999,1.014674,0.998704,0.817,0.704377,0.5973609999999999,0.506252,0.454711,0.41083500000000006,0.343401,0.276327,0.216994,0.16558699999999998,0.12214100000000001,0.086507
346,2096,,4.613236,4.719339,4.089134,2.780696,2.321252,2.200671,1.8747150000000001,1.962543,1.890278,1.877314,1.608938,1.391401,1.130396,1.039464,0.89735,0.883301,0.954247,0.938882,0.7649100000000001,0.657388,0.5555220000000001,0.46910799999999997,0.420357,0.37895500000000004,0.31552600000000003,0.252705,0.19741,0.149767,0.109749,0.07715599999999999
347,2097,,4.484004,4.589561,3.9633269999999996,2.672752,2.223144,2.105223,1.7878150000000002,1.872941,1.8026490000000002,1.789852,1.529325,1.318754,1.067005,0.9794379999999999,0.8430700000000001,0.829499,0.8973129999999999,0.882539,0.7160529999999999,0.613455,0.516546,0.434629,0.388544,0.349499,0.28986999999999996,0.231067,0.179565,0.135435,0.098598,0.06880399999999999
348,2098,,4.358087,4.463043,3.841102,2.5687740000000003,2.12899,2.013728,1.704779,1.7872580000000002,1.7189159999999999,1.7062979999999999,1.4535049999999998,1.2497690000000001,1.00706,0.922776,0.791983,0.778884,0.843678,0.8294799999999999,0.670235,0.572388,0.480242,0.402631,0.35909,0.322288,0.266262,0.21125,0.16330799999999998,0.122455,0.08856499999999999,0.061346000000000005
349,2099,,4.235415,4.339718,3.722372,2.46863,2.03864,1.926033,1.625446,1.7053330000000002,1.638916,1.626488,1.381306,1.184272,0.9503809999999999,0.8692979999999999,0.743909,0.731275,0.7931600000000001,0.779523,0.6272760000000001,0.534004,0.44643299999999997,0.37294,0.33182399999999995,0.297155,0.24454299999999998,0.193104,0.1485,0.110702,0.07954,0.054686
350,2100,,4.115917,4.219518,3.6070510000000002,2.372191,1.9519540000000002,1.841993,1.549662,1.627014,1.562494,1.550265,1.312567,1.122096,0.896799,0.8188310000000001,0.6986760000000001,0.6865,0.745585,0.732494,0.5870029999999999,0.49813599999999997,0.414954,0.345394,0.306588,0.273946,0.22456399999999999,0.176492,0.135015,0.100062,0.071423,0.048742
